Channel URL,Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated
http://www.youtube.com/@xavieramougou2500,@xavieramougou2500,Pourquoi on ne peut pas liker plusieurs fois ?😭😭,2023-02-12T21:44:30Z,1,0,,,,
http://www.youtube.com/@xavieramougou2500,@xavieramougou2500,Ce son est trop mo,2023-02-12T21:43:19Z,0,0,,,,
http://www.youtube.com/@ebaitabe7172,@ebaitabe7172,Y&#39;a Les hypocrites ici dehors onong,2023-02-12T21:41:46Z,1,0,,,,
http://www.youtube.com/@xavieramougou2500,@xavieramougou2500,La galaxie a encore frappé 🇨🇲🇨🇲🇨🇲,2023-02-12T21:41:08Z,0,0,,,,
http://www.youtube.com/@Donaldoofficial,@Donaldoofficial,Jam,2023-02-12T21:38:04Z,1,0,,,,
http://www.youtube.com/@ngahpride6720,@ngahpride6720,"“2 oeufs spaghetti, 2 ouefs spaghetti, 2 Oue..🎶”<br>❤❤",2023-02-12T21:36:10Z,0,0,,,,
http://www.youtube.com/@armandtsomo522,@armandtsomo522,Père la fin c’est la mort 💀 😂,2023-02-12T21:26:43Z,0,0,,,,
http://www.youtube.com/@jolyvettedingo5541,@jolyvettedingo5541,Celui en béré rouge connais sa tête sur ça 🤣🤣 trop top la choré 💃💃💃,2023-02-12T21:24:41Z,0,0,,,,
http://www.youtube.com/@paoladaina,@paoladaina,Il n&#39;y a pas un son de ko-c qui ne doe pas envie de danser 🤣🤣,2023-02-12T21:24:20Z,0,0,,,,
http://www.youtube.com/@davidjunior3337,@davidjunior3337,C’est pour tonton Ko-c❤,2023-02-12T21:21:58Z,0,0,,,,
http://www.youtube.com/@jolyvettedingo5541,@jolyvettedingo5541,Trop top cette musique je kiffe grave du courage seulement l artiste que le tout puissant continue de t inspirer 🙏🙏tu connais vraiment ce donc la jeunesse à besoin,2023-02-12T21:21:55Z,0,0,,,,
http://www.youtube.com/@paoladaina,@paoladaina,♥️♥️♥️♥️♥️,2023-02-12T21:21:11Z,0,0,,,,
http://www.youtube.com/@nellynyekel8861,@nellynyekel8861,🤗🤗🤗🤗🤗🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇬🇦🇬🇦,2023-02-12T21:20:05Z,0,0,,,,
http://www.youtube.com/@Jerry-sx1ir,@Jerry-sx1ir,ko-c you&#39;re doing well making planet Cameroon 🇨🇲 proud. Thank you,2023-02-12T21:19:31Z,0,0,,,,
http://www.youtube.com/@milanb98,@milanb98,Any time I come to YT I must visit this song I’m sure I have streamed it more than Ko-c thought ❤ rite from 🇨🇦,2023-02-12T21:18:32Z,3,0,,,,
http://www.youtube.com/@fokoukenal5022,@fokoukenal5022,Merci là-bas kO-C 😂😂😂❤️❤️❤️ je kiffe grave seulement tu sais comment nous faire danser dans notre continent camerounais,2023-02-12T21:15:19Z,3,0,,,,
http://www.youtube.com/@mcbapongue685,@mcbapongue685,C&#39;est la patate oukouuuuu fière depuis le Gabon 🇨🇲🇬🇦,2023-02-12T21:03:39Z,1,0,,,,
http://www.youtube.com/@augustinofficiel3717,@augustinofficiel3717,"Non quoi je regarde le clip mais ça me suffit pas, vraiment force à vous ko c, c&#39;est l&#39;Afrique qui gagne 👍❤️❤️🌹",2023-02-12T20:58:30Z,1,0,,,,
http://www.youtube.com/@karlprince3947,@karlprince3947,2egg spaghetti 3x lemme translate 😅,2023-02-12T20:55:59Z,1,0,,,,
http://www.youtube.com/@lcndirly273,@lcndirly273,"Quand les USA font ça...on croit que c&#39;est la magie. Les Occidentaux viennent voler Manu Dibango et Talla dans les années 80&#39;. D&#39;ailleurs, Mes frères M. Jackson et J&#39;Bronwn ont payé le $ symbolique.<br><br>Que dire de Shakira avec les Zanguelewa FIFA Mondialé<br>... Yes ! Vous êtes the Best ! <br>C&#39;est authentique...vibrez les à travers the World my brothers and sisthers.. Ho&#39;o Guy &#39; Brouuuuugé héé",2023-02-12T20:55:51Z,0,0,,,,
http://www.youtube.com/@berenicedjeukwa5969,@berenicedjeukwa5969,War 😂🙄♥️♥️♥️♥️🤟,2023-02-12T20:51:50Z,0,0,,,,
http://www.youtube.com/@pascalinesoppo6965,@pascalinesoppo6965,Très bon son voisin,2023-02-12T20:49:24Z,1,0,,,,
http://www.youtube.com/@isabelleessama,@isabelleessama,Peeerrr Ko-C tu es fort point barre 😍🔥🔥🔥,2023-02-12T20:47:38Z,0,0,,,,
http://www.youtube.com/@achillemenye2547,@achillemenye2547,Quelle inspi Ko-C 🔥🔥🔥😍. You never disappoint!! Keep it up!! ✊🏿,2023-02-12T20:34:03Z,1,0,,,,
http://www.youtube.com/@ebongjohn,@ebongjohn,Cool,2023-02-12T20:29:03Z,0,0,,,,
http://www.youtube.com/@kwimaximus8725,@kwimaximus8725,Ko-c for life,2023-02-12T20:26:37Z,0,0,,,,
http://www.youtube.com/@PhilminaAB,@PhilminaAB,Whaouhhh 🥰🥰🥰,2023-02-12T20:14:44Z,0,0,,,,
http://www.youtube.com/@bertrandfossung1216,@bertrandfossung1216,Koc always giving us back to back hits.🔥🔥🔥🔥,2023-02-12T19:56:35Z,2,0,,,,
http://www.youtube.com/@guimeyamich1289,@guimeyamich1289,"😂😂😂😂😂tu as fini avec ko-C. tres drole et tres dansant, ce que le peuple aime quoi...",2023-02-12T19:55:11Z,0,0,,,,
http://www.youtube.com/@defeufamily8732,@defeufamily8732,Le son si c&#39;est l&#39;addiction,2023-02-12T19:48:59Z,0,0,,,,
http://www.youtube.com/@marinavanessa9660,@marinavanessa9660,toujours au top..<br>toujours le top de l&#39;ambiance dans des milliers d&#39;années tes sons seront toujours au top.<br>MERCI GRAND 🙏..<br>1000 ans de protection,2023-02-12T19:46:55Z,2,0,,,,
http://www.youtube.com/@chocochoco6864,@chocochoco6864,❤️❤️❤️☺️Kumba and Cameroon represents ☺️❤️❤️ proud of you bro collins 😊😘😘,2023-02-12T19:45:11Z,0,0,,,,
http://www.youtube.com/@valentinmorabito5636,@valentinmorabito5636,Mon DIEU il l&#39;a fait ...Ce gars de KO C vient d&#39;une planète inexplorée ce tube ne devait pas s&#39;achèver ..je plane,2023-02-12T19:42:36Z,0,0,,,,
http://www.youtube.com/@elizabethstella8496,@elizabethstella8496,Le gars es fort jusqu’à la terminaisons meme du verbe  me dépasse haaaa 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉 👑👑👑👑👑👑🍾🍾🍾🍾🍾🍾🍾🍾👌👌👌🎊🎊🎊🎊🥰🥰🥰🎊🎈🎈😘👑🥰👑👑👑👑,2023-02-12T19:40:04Z,0,0,,,,
http://www.youtube.com/@projectbaby4eva,@projectbaby4eva,One time for all Aboki them 😂One love 😊,2023-02-12T19:04:34Z,0,0,,,,
http://www.youtube.com/@adeckjoe8260,@adeckjoe8260,Shaba💥,2023-02-12T19:00:00Z,0,0,,,,
http://www.youtube.com/@isidorefondjio6582,@isidorefondjio6582,"Wow wow wow!  Ko-c, great great great! La danse des wadjo là, c&#39;est la mort wallaï!",2023-02-12T18:55:18Z,1,0,,,,
http://www.youtube.com/@audreenanatchounkeu9468,@audreenanatchounkeu9468,On est là avant le million,2023-02-12T18:51:10Z,0,0,,,,
http://www.youtube.com/@quinueln-a,@quinueln-a,My fave kamer artist 😊,2023-02-12T18:49:41Z,0,0,,,,
http://www.youtube.com/@brittanytchana8481,@brittanytchana8481,Le grand ci veut mettre tout le monde à terre. On a même pas encore fini de digérer avec waterfufu and eru absent et bam! il sort 2 oeufs spaghettis bravo grand tu es le seul musicien qui me fait vraiment danser en matière mbolé.,2023-02-12T18:46:30Z,0,0,,,,
http://www.youtube.com/@starlichindagame8064,@starlichindagame8064,I am short of words,2023-02-12T18:45:41Z,0,0,,,,
http://www.youtube.com/@eberlordendjamen5281,@eberlordendjamen5281,C&#39;est la fin qui me fini 🤣🤣🤣la musique du désordre,2023-02-12T18:44:50Z,0,0,,,,
http://www.youtube.com/@eberlordendjamen5281,@eberlordendjamen5281,C&#39;est la fin qui me fini 🤣🤣🤣🤣🤣🤣🤣🤣🤣la musique du désordre,2023-02-12T18:42:41Z,0,0,,,,
http://www.youtube.com/@rarlzofficial,@rarlzofficial,"Fière d’être camerounais 🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🎉 bravo ko _c tu as assuré,your place Dey🙌",2023-02-12T18:31:01Z,20,0,,,,
http://www.youtube.com/@ad.m3656,@ad.m3656,Tu connais ta clientèle. J&#39;apprécie. 😂😂😂😂😂😂😂😂😂😂,2023-02-12T18:26:24Z,0,0,,,,
http://www.youtube.com/@Kew10,@Kew10,Je veux seulement le T Shirt Genesis là 😭😭,2023-02-12T18:24:38Z,0,0,,,,
http://www.youtube.com/@ephraimchance2954,@ephraimchance2954,Il n&#39;y a pas ton deux!!!! 🤩🤩 depuis le matin je ne fais que danser!!!!!!!!!,2023-02-12T18:00:50Z,1,0,,,,
http://www.youtube.com/@cathyb.4616,@cathyb.4616,On peut faire ça l&#39;homme !! Bravo ❤️❤️💪,2023-02-12T17:51:17Z,0,0,,,,
http://www.youtube.com/@armelletangon6189,@armelletangon6189,Merci aux maguidas pour nos deux œufs spaghetti 🍝,2023-02-12T17:49:59Z,2,0,,,,
http://www.youtube.com/@dimitribikob1024,@dimitribikob1024,Vraiment décevant je comprends pour le Nigéria va toujours être loin de nous,2023-02-12T17:40:30Z,0,1,,,,
,,,,,,@carolineboum176,Stuuuuuuiiiiiiipppppppppp😒,2023-02-23T09:37:13Z,2023-02-23T09:37:13Z
http://www.youtube.com/@florenya9976,@florenya9976,Ko-c nooooon c&#39;est la fin des temps  ❤️❤️❤️❤️❤️❤️,2023-02-12T17:40:23Z,0,0,,,,
http://www.youtube.com/@bayaledoumongue9198,@bayaledoumongue9198,👏👏👏😄👍🔥😄,2023-02-12T17:38:50Z,0,0,,,,
http://www.youtube.com/@lassikay_mnh4009,@lassikay_mnh4009,Géniaaaaaaaalllll,2023-02-12T17:37:09Z,0,0,,,,
http://www.youtube.com/@leonelmatene8254,@leonelmatene8254,Je suis toujours satisfaite😍😍😍😍,2023-02-12T17:26:44Z,0,0,,,,
http://www.youtube.com/@barbaratikaya1171,@barbaratikaya1171,Les danseurs maguida alors là et le remix des pichesss 😂😂😂😂,2023-02-12T17:19:33Z,1,0,,,,
http://www.youtube.com/@doclv8142,@doclv8142,Bête song,2023-02-12T17:04:19Z,0,0,,,,
http://www.youtube.com/@fanillafama4722,@fanillafama4722,"La chorégraphie nr😍, le son nr❤️🤤! Juste Bravooooo... J kiff❤️🤝😘",2023-02-12T16:57:08Z,1,0,,,,
http://www.youtube.com/@safarelmengala4364,@safarelmengala4364,Tchouba 2 œufs spaghettis,2023-02-12T16:44:42Z,0,0,,,,
http://www.youtube.com/@paullekay8042,@paullekay8042,"CRÉATIF, HILARANT, SAVAMMENT DOSÉ...<br><br>Tout simplement EXCELLENT!<br>Que dire de plus?",2023-02-12T16:43:17Z,1,0,,,,
http://www.youtube.com/@elviswesleymakoun9142,@elviswesleymakoun9142,Les gars en soutane me fument grave 😂,2023-02-12T16:38:52Z,0,0,,,,
http://www.youtube.com/@cedrictamo3860,@cedrictamo3860,"Nous ne sommes mm pas encore tous entré dans le car qui part , on croit depuis pour voir , voilà ça ke tonton Ko-c nous amène au cafétéria 😭😭😭😭😭🍝🎉🎉🎉🎉🎉🎉",2023-02-12T16:29:16Z,0,0,,,,
http://www.youtube.com/@onowu1270,@onowu1270,"Ko-c chop ya brother, you sabi showbiz 🇨🇲👏👏",2023-02-12T16:22:24Z,1,0,,,,
http://www.youtube.com/@eliepembeme6171,@eliepembeme6171,C&#39;est du lourd 🔥🔥🔥,2023-02-12T16:21:49Z,0,0,,,,
http://www.youtube.com/@adrienkwedi5550,@adrienkwedi5550,C’est la magie 🪄,2023-02-12T16:19:42Z,1,0,,,,
http://www.youtube.com/@yannT237,@yannT237,Meilleur danseur Mbolé @Lastar✅ . KO-C connaît sa chose 🇨🇲🇨🇲🇨🇲.,2023-02-12T16:18:56Z,0,0,,,,
http://www.youtube.com/@arlettenabet1904,@arlettenabet1904,Mince je fais qu&#39;écouter en boucle ...Si seulement voir plusieurs fois augmentait le nombre de vues. Merciii🙏💫💖,2023-02-12T15:58:22Z,1,0,,,,
http://www.youtube.com/@t.y.r.acaretaker8275,@t.y.r.acaretaker8275,Shaba you’re definitely the best on the mix cultural beat,2023-02-12T15:55:19Z,0,0,,,,
http://www.youtube.com/@t.y.r.acaretaker8275,@t.y.r.acaretaker8275,Ko-c always replying to the haters with masterclasses 👍 les danseurs là c’est la dimension 🥹🥹🥹🥹,2023-02-12T15:53:54Z,1,0,,,,
http://www.youtube.com/@abigaelletifo7125,@abigaelletifo7125,Ko-c c&#39;est la magie ce song♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️ la chorégraphie c&#39;est la haute dimension j&#39;aime++++++++++++ ça me fait danser ❤️❤️❤️❤️,2023-02-12T15:53:07Z,0,0,,,,
http://www.youtube.com/@estamae9795,@estamae9795,C&#39;est 2 oeufs spaghettis qui me font danser et transpirer comme ça?😅 Ko-C tu es un génie!! 🔥🔥🔥,2023-02-12T15:47:53Z,12,0,,,,
http://www.youtube.com/@francbalenla6237,@francbalenla6237,La chimamelure👌👌,2023-02-12T15:37:50Z,0,0,,,,
http://www.youtube.com/@yviealarson1684,@yviealarson1684,Ko-c you are the best  🇨🇲❤️,2023-02-12T15:33:20Z,1,0,,,,
http://www.youtube.com/@mastedirt2020,@mastedirt2020,"Chapeau a @Phill-B  et respect a toi papa <a href=""http://www.youtube.com/results?search_query=%23ko"">#Ko</a>-c 🥵🥵",2023-02-12T15:22:04Z,0,0,,,,
http://www.youtube.com/@coachsylvieuae735,@coachsylvieuae735,The Best dancing to this every day 😍😍😍 much love 🇨🇲🇨🇲👑👑,2023-02-12T15:14:51Z,0,0,,,,
http://www.youtube.com/@patrickkamgadefo4437,@patrickkamgadefo4437,"proud to be cameroonian, seriously i&#39;m totally in love 💚❤💛",2023-02-12T15:07:44Z,0,0,,,,
http://www.youtube.com/@hakeemroy4174,@hakeemroy4174,Yaaaaaaas 🫡🫡🫡🫡🫡👏👏👏👏👏,2023-02-12T15:02:21Z,0,0,,,,
http://www.youtube.com/@mariustresortcheumendabeth9226,@mariustresortcheumendabeth9226,Bravo l&#39;artiste,2023-02-12T14:54:09Z,0,0,,,,
http://www.youtube.com/@wilerganz9816,@wilerganz9816,Seigneur Phill bill es un genie ko.c a compris le truc ...le clip alors noor ...mince le travail derriere ce projet Est immense,2023-02-12T14:53:35Z,0,0,,,,
http://www.youtube.com/@BerJean_BTC,@BerJean_BTC,I hate when a nice song is this short 😅😅😅 wow this is 🔥 🔥,2023-02-12T14:49:24Z,0,0,,,,
http://www.youtube.com/@giseletoukam3194,@giseletoukam3194,Trop fort le King 💪🤴❤️,2023-02-12T14:40:16Z,0,0,,,,
http://www.youtube.com/@armelletchamkam6121,@armelletchamkam6121,"❤❤❤❤❤, woooo les pas de danse alors hen👌🏾",2023-02-12T14:36:20Z,0,0,,,,
http://www.youtube.com/@Chiefepey,@Chiefepey,Ko-c leading the game👏👏👏👏,2023-02-12T14:35:29Z,0,0,,,,
http://www.youtube.com/@ignacefouossong3621,@ignacefouossong3621,"Respect, et grand bravo Ko-c👏. De la vidéogrammes, chorégraphie au beat, c&#39;est n&#39;est que du wouaouhh👌👌. Juste que le titre fini😭, mais je continue à suivre en boucle.",2023-02-12T14:11:14Z,0,0,,,,
http://www.youtube.com/@madoyvana3109,@madoyvana3109,Je kiffe grave ❤,2023-02-12T14:10:07Z,0,0,,,,
http://www.youtube.com/@reginembia5779,@reginembia5779,🥰🥰🥰🥰,2023-02-12T14:09:02Z,0,0,,,,
http://www.youtube.com/@berengerkayo5524,@berengerkayo5524,Les commandes qu tourne dos dorénavant c&#39;est rien.que 2 œufs spaguetti mayo<br>KoC le Mic t&#39;appartient 💥💥💥,2023-02-12T14:08:30Z,0,1,,,,
,,,,,,@annenoutchegue5428,"Quand on ne comprend pas, on se tait!!! Les aigris comme toi vont toujours souffrir de voir les meilleurs qu&#39;eux avancer❗🤔🤔🤔",2023-02-20T08:26:38Z,2023-02-20T08:26:38Z
http://www.youtube.com/@Neymar2914,@Neymar2914,du courage grand,2023-02-12T14:04:45Z,1,0,,,,
http://www.youtube.com/@chantalmakugne4843,@chantalmakugne4843,ko…c tu connais la musique,2023-02-12T14:04:42Z,0,0,,,,
http://www.youtube.com/@heliumminersofficial3584,@heliumminersofficial3584,❤❤❤❤❤❤❤❤<br>this is epic,2023-02-12T14:01:02Z,0,0,,,,
http://www.youtube.com/@lindayazid2377,@lindayazid2377,Trop fière d&#39;être 🇨🇲. Quelqu&#39;un qui parle pas mais ses réalisations font du bruit KO C love❤️❤️❤️❤️. Les danseurs alors hein chapeau 🙌 vous avez donné du pur,2023-02-12T13:54:09Z,55,2,,,,
,,,,,,@poudredor7442,👌🤗,2023-02-18T18:31:03Z,2023-02-18T18:31:03Z
,,,,,,@blaisebelinga6744,Les danseurs là nohhh Sont magnifiques.... Big up à toi koc,2023-02-13T07:48:30Z,2023-02-13T07:48:30Z
http://www.youtube.com/@carinenana8601,@carinenana8601,L&#39;ambiance de ça 🫡🫡🫡,2023-02-12T13:48:54Z,0,0,,,,
http://www.youtube.com/@deborahmgbatou2640,@deborahmgbatou2640,Et dire que c&#39;est 2 oeufs spaghetti de benogo vraiment ko c paye c&#39;est droit d&#39;auteur,2023-02-12T13:48:19Z,0,0,,,,
http://www.youtube.com/@worldfeb3132,@worldfeb3132,Who&#39;s this guy?<br><br>And where&#39;s he from?,2023-02-12T13:44:40Z,1,1,,,,
,,,,,,@carolineboum176,He name is ko-c  and is from <br>Cameroon 🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲,2023-02-23T09:25:20Z,2023-02-23T09:25:20Z
http://www.youtube.com/@plusun2338,@plusun2338,Tu as tout compris tonton ko-c je kiff le rythme 💯,2023-02-12T13:42:11Z,0,0,,,,
http://www.youtube.com/@fidifernand2918,@fidifernand2918,Tu es simplement le champion du Kmer. C&#39;est sans discussion,2023-02-12T13:38:29Z,1,0,,,,
http://www.youtube.com/@moutombiyvesalexrodrigue604,@moutombiyvesalexrodrigue604,La synchro donne envie de danser. Bravooooo 237 🥰🥰🥰🥰🥰,2023-02-12T13:36:08Z,2,0,,,,
http://www.youtube.com/@chocostarboy1564,@chocostarboy1564,La star ☝🏾,2023-02-12T13:25:05Z,0,0,,,,
http://www.youtube.com/@sarapiekam317,@sarapiekam317,❤🔥,2023-02-12T13:23:48Z,0,0,,,,
http://www.youtube.com/@carelfotso876,@carelfotso876,Werrr 😭😭😭 je suis fière,2023-02-12T13:22:02Z,1,0,,,,
http://www.youtube.com/@dwinaworkoutsatem4032,@dwinaworkoutsatem4032,😂 love eet ❤🔥🔥,2023-02-12T13:12:37Z,0,0,,,,
http://www.youtube.com/@kevinnaha3615,@kevinnaha3615,Waouuuhh quelle énergie 🦾🦾. Trop fort ✌🏾,2023-02-12T13:10:54Z,0,0,,,,
http://www.youtube.com/@moukekahans-florien3576,@moukekahans-florien3576,J’ai jamais autant streamé un son kmer juste trop lourd🥚🥚🍝 🔥🔥,2023-02-12T13:10:46Z,8,0,,,,
http://www.youtube.com/@ruthmorelekamdemfamdie3696,@ruthmorelekamdemfamdie3696,Tout est just perfect rien à ajouter à part le fait que je ne fait que suivre ça depuis plusieurs heures 😩🔥🔥🎧,2023-02-12T13:10:22Z,2,0,,,,
http://www.youtube.com/@romeosaleke2276,@romeosaleke2276,C&#39;est du Waouh ce son ce clip fabuleux de KO <del>C rythmiquement c&#39;est très agréable à ecouter ....la qualité de la melodie est magnifique....la chorégraphie est géniale à regarder.....c&#39;est d&#39;une remarquable créativité artistique et musicale ......il faut ajouter que le petit Maxime la vitesse est totalement à hauteur.......Bref c&#39;est super mille bravo à Ko</del> c et sa team Genesis.........,2023-02-12T13:06:17Z,4,0,,,,
http://www.youtube.com/@forchefortem5017,@forchefortem5017,Ko c no need to di talk &quot; one day almost 200k views wuna di crez di guy nobi wuna level<br><br>He&#39;s the king of 237 music,2023-02-12T13:01:54Z,0,0,,,,
http://www.youtube.com/@laurenabatiba8647,@laurenabatiba8647,La chorégraphie de lastar est propre comme d&#39;hab 🔥🔥🔥,2023-02-12T13:00:21Z,5,0,,,,
http://www.youtube.com/@hallasaleh7251,@hallasaleh7251,UN VÉRITABLE ARTISTE DE SON TEMPS,2023-02-12T12:59:58Z,0,0,,,,
http://www.youtube.com/@laurenabatiba8647,@laurenabatiba8647,Je dis kein qu&#39;on attends koi pour inviter le grand si aux grammy?😭😭🔥🔥🔥🔥🔥🔥🔥🔥,2023-02-12T12:59:37Z,0,0,,,,
http://www.youtube.com/@assoahjeanserge1411,@assoahjeanserge1411,Le seul commentaire que je puisse faire c&#39;est ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️<br>Valorisation de la danse<br>Valorisation des jeunes designers camerounais (clin d&#39;oeil à Jasaid),2023-02-12T12:56:21Z,0,0,,,,
http://www.youtube.com/@terryndong8688,@terryndong8688,Trop de bruits,2023-02-12T12:52:17Z,0,0,,,,
http://www.youtube.com/@dorabapoungue8144,@dorabapoungue8144,je suis sure que GADOUGOU LA STAR y est pour quelque chose concernant ce concept 2oeufs spaghetti🤣🤣🤣🤣.... KO-C big up grand frère... t&#39;es l&#39;un de mes 5 artistes préférés au 237...💥💥💥💫,2023-02-12T12:51:09Z,0,0,,,,
http://www.youtube.com/@laurentinebeasso3653,@laurentinebeasso3653,🥚🥚🍝🤣,2023-02-12T12:45:58Z,1,0,,,,
http://www.youtube.com/@daisycastelleangoeze7621,@daisycastelleangoeze7621,Minceeeeeee j&#39;adore cette chanson 😍😍😍😍😍😍😍😍😍😍😍😍😍😍,2023-02-12T12:45:34Z,0,0,,,,
http://www.youtube.com/@nelsonnyamnyor7478,@nelsonnyamnyor7478,Hahahahahhahahaha. You know what we need in Cameroon,2023-02-12T12:38:58Z,0,0,,,,
http://www.youtube.com/@calipridemanyi5702,@calipridemanyi5702,Ya place ko c 🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️ 🔥 📛 👨‍🚒,2023-02-12T12:37:06Z,0,0,,,,
http://www.youtube.com/@brittanytchana8481,@brittanytchana8481,Le mbolé + la danse bamoun c&#39;est la magie,2023-02-12T12:36:52Z,1,0,,,,
http://www.youtube.com/@da-bright2785,@da-bright2785,"ARE GET U FAITH BRO  Ko,c❤❤❤❤❤",2023-02-12T12:36:15Z,0,0,,,,
http://www.youtube.com/@brittanytchana8481,@brittanytchana8481,J&#39;adore ce grand 😘😘😘,2023-02-12T12:35:43Z,0,0,,,,
http://www.youtube.com/@hassanjallo563,@hassanjallo563,🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲,2023-02-12T12:31:56Z,0,0,,,,
http://www.youtube.com/@hassanjallo563,@hassanjallo563,👏👏👏,2023-02-12T12:29:47Z,0,0,,,,
http://www.youtube.com/@kelyanesongue3996,@kelyanesongue3996,Zero sexe<br>Zéro scène obscènes<br>Zéro gros mots<br>Yeeeeaaaah bro<br>Done it😍😍,2023-02-12T12:28:16Z,1,0,,,,
http://www.youtube.com/@yvesandomo7598,@yvesandomo7598,Bonne réalisation Monsieur KO.C,2023-02-12T12:28:11Z,0,0,,,,
http://www.youtube.com/@josephwill-smitkevinzuezue6232,@josephwill-smitkevinzuezue6232,Tu n&#39;as jamais déçu le monde avec ta musique.... Toujours dans le top 🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲.....,2023-02-12T12:23:01Z,6,0,,,,
http://www.youtube.com/@alexmomo3493,@alexmomo3493,"C’est un pire délice, je l’écoute en boucle depuis 😮",2023-02-12T12:22:17Z,0,0,,,,
http://www.youtube.com/@josephwill-smitkevinzuezue6232,@josephwill-smitkevinzuezue6232,KO-C..... Tu as fais fort avec la musique... Fière d&#39;être camerounais,2023-02-12T12:17:27Z,5,0,,,,
http://www.youtube.com/@deruloee,@deruloee,this  guy loves and is Cameroun!!!!! merci,2023-02-12T12:17:22Z,0,0,,,,
http://www.youtube.com/@albefapapapy833,@albefapapapy833,😂😂😂😂😂🤔🇨🇩🇨🇩🇨🇩🇨🇩🇨🇩🔥🔥🔥✌️✌️✌️✌️✌️✌️✌️🤸🤸🤸🤸🏋️🏋️🏋️🏋️🏋️ deux oeufs spaghettis c&#39;est pour tonton ko-c,2023-02-12T12:07:16Z,2,0,,,,
http://www.youtube.com/@h.ionthebeat,@h.ionthebeat,Kitoko,2023-02-12T12:06:02Z,0,0,,,,
